"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID124""}","{""ImportId"":""QID123""}","{""ImportId"":""QID84_1""}","{""ImportId"":""QID84_2""}","{""ImportId"":""QID84_3""}","{""ImportId"":""QID84_4""}","{""ImportId"":""QID84_5""}","{""ImportId"":""QID84_6""}","{""ImportId"":""QID84_7""}","{""ImportId"":""QID84_8""}","{""ImportId"":""QID125_1""}","{""ImportId"":""QID126_2""}","{""ImportId"":""QID127_3""}","{""ImportId"":""QID132_4""}","{""ImportId"":""QID131_5""}","{""ImportId"":""QID129_6""}","{""ImportId"":""QID130_9""}","{""ImportId"":""QID128_7""}","{""ImportId"":""QID95_5""}","{""ImportId"":""QID96_1""}","{""ImportId"":""QID97_1""}","{""ImportId"":""QID98_1""}","{""ImportId"":""QID102""}","{""ImportId"":""QID26""}","{""ImportId"":""QID107_1""}","{""ImportId"":""QID107_2""}","{""ImportId"":""QID107_3""}","{""ImportId"":""QID70""}","{""ImportId"":""QID71""}"
2024-04-30 10:25:37,2024-04-30 10:39:04,100,806,True,2024-04-30 10:39:04,R_3JIS2KTOtDml8nz,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6140 Fraud Examination & Forensic Accounting,ACC 6150 Information Systems Auditing,ACC 679R Taxation of Business Entities II",6,4,1,2,7,3,5,8,,4,5,,,,,5,18,25,13,20,Yes,Yes,Neither disagree or agree,Neither disagree or agree,Neither disagree or agree,,
2024-04-23 10:58:17,2024-04-23 10:58:25,2,7,False,2024-04-30 10:58:28,R_1IayTpoRTzqrXDF,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30 17:28:04,2024-04-30 18:03:39,100,2134,True,2024-04-30 18:03:40,R_2so9IpHCu6IoR4e,anonymous,EN,"ACC 6400 Advanced Taxation of Business Entites,ACC 6600 Business Law for Accountants",,3,6,1,5,4,7,8,2,,,,,,,,,6,12,4,8,Yes,Maybe,Strongly Agree,Strongly Agree,Agree,,
2024-04-30 21:20:53,2024-04-30 22:14:22,100,3209,True,2024-04-30 22:14:23,R_5lmRSRN70t6y0q5,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6140 Fraud Examination & Forensic Accounting,ACC 6250 Financial Reporting & Analysis,ACC 679R Taxation of Business Entities II",4,3,1,5,2,7,6,8,,5,,4,,,,5,13,11,16,18,Yes,Yes,Agree,Agree,Agree,"FAR,Audit",
2024-04-25 16:23:17,2024-04-30 23:24:10,100,457253,True,2024-04-30 23:24:11,R_5rHVHsP8cXzTYTU,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6400 Advanced Taxation of Business Entites,ACC 6540 Professional Ethics","ACC 6150 Information Systems Auditing,ACC 6410 Tax Research and Procedure",2,3,1,6,4,7,5,8,,,5,,,5,,,15,25,8,16,Yes,Yes,Agree,Disagree,Neither disagree or agree,"FAR,Audit",
2024-04-30 23:13:42,2024-04-30 23:35:44,100,1322,True,2024-04-30 23:35:45,R_2gTW1n7E1IZAkTc,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics","ACC 6350 Management Control System (if not taken as core),ACC 6600 Business Law for Accountants (if not taken as core)",7,4,3,2,8,6,5,1,,,,,2,,4,,11,21,5,15,Yes,Yes,Agree,Agree,Agree,,
2024-05-01 00:22:53,2024-05-01 01:15:38,100,3165,True,2024-05-01 01:15:39,R_5NslosrNhBJOU2V,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6140 Fraud Examination & Forensic Accounting,ACC 6150 Information Systems Auditing,ACC 679R Taxation of Business Entities II",1,3,2,5,7,6,4,8,,2,3,,,,,5,13,20,1,9,Yes,Yes,Agree,Agree,Disagree,,
2024-05-01 08:43:48,2024-05-01 09:03:33,100,1184,True,2024-05-01 09:03:34,R_3fkuAPqdsGNM93m,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites",ACC 679R Taxation of Business Entities II,5,4,1,6,7,3,8,2,,,,,,,,4,10,25,2,20,Maybe,Yes,Neither disagree or agree,Neither disagree or agree,Strongly Agree,,
2024-05-01 15:14:27,2024-05-01 15:19:17,100,289,True,2024-05-01 15:19:18,R_4Edl8oYthuveE0M,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I","ACC 6140 Fraud Examination & Forensic Accounting,ACC 6350 Management Control System (if not taken as core),ACC 6600 Business Law for Accountants (if not taken as core)",4,7,8,2,5,1,6,3,,5,,,4,,5,,16,25,6,15,Yes,Yes,Agree,Agree,Agree,"FAR,Regulation",
2024-05-01 15:19:28,2024-05-01 15:29:21,100,593,True,2024-05-01 15:29:22,R_2xCFYAaI9AYaHrr,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6560 Financial Accounting Theory & Research I,ACC 6350 Management Control Systems","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis,ACC 6600 Business Law for Accountants (if not taken as core)",4,1,2,6,8,5,7,3,,,5,4,,,4,,10,15,5,10,Maybe,Yes,Agree,Neither disagree or agree,Neither disagree or agree,,
2024-05-01 08:33:32,2024-05-01 17:46:11,100,33159,True,2024-05-01 17:46:12,R_7PiomP0y0H4RG25,anonymous,EN,ACC 6400 Advanced Taxation of Business Entites,,4,3,1,7,5,6,8,2,,,,,,,,,8,16,3,8,Yes,Yes,Strongly Agree,Agree,Strongly Agree,"FAR,Audit,Regulation","FAR,Audit,Regulation"
2024-05-01 20:59:16,2024-05-01 21:09:42,100,626,True,2024-05-01 21:09:43,R_3MPyTGgMe5C32By,anonymous,EN,"ACC 6060 Professionalism and Leadership,ACC 6300 Advanced Data Analytics,ACC 6400 Advanced Taxation of Business Entites,ACC 6510 Financial Auditing,ACC 6540 Professional Ethics,ACC 6600 Business Law for Accountants","ACC 6410 Tax Research and Procedure,ACC 679R Taxation of Business Entities II",5,6,2,4,1,7,8,3,,,,,,5,,5,15,25,4,14,Yes,Yes,Agree,Agree,Agree,,
2024-05-01 16:33:33,2024-05-01 21:16:56,100,17003,True,2024-05-01 21:16:56,R_3kTa68VAqpO95S1,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6350 Management Control Systems","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis,ACC 6600 Business Law for Accountants (if not taken as core)",1,2,4,3,5,6,7,8,,,5,2,,,4,,10,16,6,10,Yes,Yes,Agree,Disagree,Neither disagree or agree,,
2024-04-25 18:27:54,2024-04-25 18:28:02,2,7,False,2024-05-02 18:28:04,R_7YKCnXsOBmnxh3M,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01 17:18:04,2024-05-01 17:19:56,9,111,False,2024-05-08 17:20:02,R_70l3UzkGc9weoGH,anonymous,EN,"ACC 6300 Advanced Data Analytics,ACC 6350 Management Control Systems","ACC 6150 Information Systems Auditing,ACC 6250 Financial Reporting & Analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,
